Vrsta dela,Naslov oglasa,Kraj,Placilo,Prosta mesta,Trajanje,Delovnik,Začetek dela
BLAGAJNIK,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO NA RECEPCIJI,DELO V FITNESU,LJUBLJANA,6.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
BLAGAJNIK,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,BOVEC,10.76,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
DELO V PROIZVODNJI,ROČNA DELA,DUTOVLJE,8.9,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,BREŽICE,7.6,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
INFORMATOR/KA,DELO NA INFO TOČKI,LJUBLJANA,8.0,3,PO DOGOVORU,MED VIKENDI,Brez podatka
DELO NA STOJNICI,PROMOCIJA,LJUBLJANA,8.61,Brez podatka,POČITNIŠKO DELO,DOPOLDAN,1. 9. 2025
STREŽBA,Brez naslova,DOMŽALE,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
TEHNIČNA POMOČ,POMOČ UPORABNIKOM,LJUBLJANA,7.66,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
DELO NA RECEPCIJI,Brez naslova,LJUBLJANA,6.32,3,PO DOGOVORU,POPOLDAN,1. 9. 2025
STREŽBA,Brez naslova,LEVEC,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V KUHINJI,Brez naslova,KOPER,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,KOPER,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PRODAJA,DELO NA BLAGAJNI,LJUBLJANA,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.45,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V PROIZVODNJI,Brez naslova,CIRKOVCE,6.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
KLICNI CENTER,Brez naslova,LJUBLJANA,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SOBAR/ICA,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POUČEVANJE,Brez naslova,AJDOVŠČINA,10.0,Brez podatka,SEPTEMBER 2025,DOPOLDAN,1. 9. 2025
DELO V PROIZVODNJI,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO V ORDINACIJI,POMOČ V ZOBOZDRAVSTVENI ORDINACIJI,LJUBLJANA,10.0,2,PO DOGOVORU,IZMENSKO,1. 9. 2025
DELO V KUHINJI,PICOPEK,KRIŽE,8.0,Brez podatka,PO DOGOVORU,IZMENSKO,1. 9. 2025
POMOČNIK VZGOJITELJA/VZGOJITELJICE,Brez naslova,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,RADOVLJICA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V KUHINJI,PICOPEK,KRANJSKA GORA,9.47,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,NOVO MESTO,6.32,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V DELAVNICI,POMOČ PRI SERVISU,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.88,10,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,15. 9. 2025
VZDRŽEVANJE,PREVOZ,LOGATEC,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
FIZIČNA DELA,POMOČ PRI TRGATVI,JARENINA,7.0,8,DO 31. 10. 2025,PO DOGOVORU,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
POUČEVANJE,PLETENJE,LJUBLJANA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,29. 9. 2025
DELO V SKLADIŠČU,NADZOROVANJE,PTUJ,7.74,3,DO 30. 9. 2025,IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,LJUBLJANA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,DELO V NABAVNEM ODDELKU,GROSUPLJE,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ROČNA DELA,SESTAVLJANJE ELEKTRONSKIH KOMPONENT,LJUBLJANA,6.92,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO V PROIZVODNJI,Brez naslova,KAMNIK,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
KLICNI CENTER,Brez naslova,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
KLICNI CENTER,Brez naslova,MARIBOR,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ZDRAVSTVENA NEGA,Brez naslova,LJUBLJANA,6.45,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
GRADBENA DELA,UREJANJE OKOLICE,LJUBLJANA,8.0,6,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,SVETOVANJE PRI PRODAJI,LJUBLJANA,7.14,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,8. 9. 2025
POUČEVANJE,KLEKLJANJE,LJUBLJANA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,29. 9. 2025
MENTOR/ICA,VODENJE DELAVNICE,LJUBLJANA,12.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
PRODAJA,Brez naslova,CELJE,6.45,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.8,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
MENTOR/ICA,DELO Z OTROKI,LJUBLJANA,12.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 10. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,17.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,29. 9. 2025
STREŽBA,Brez naslova,VOLČJA DRAGA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
MENTOR/ICA,VODENJE DELAVNICE,LJUBLANA,12.0,5,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
MENTOR/ICA,VODENJE DELAVNICE,KAMNIK,12.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
MENTOR/ICA,DELO Z OTROKI,KAMNIK,12.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 10. 2025
MENTOR/ICA,VODENJE DELAVNICE,KAMNIK,12.0,5,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 10. 2025
POMOČ V STREŽBI,DELO V KAVARNI,CELJE,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
INVENTURA,Brez naslova,LJUBLJANA,6.32,10,23. 9. 2025,DOPOLDAN,23. 9. 2025
DELO NA RECEPCIJI,STREŽBA,LJUBLJANA,6.45,2,PO DOGOVORU,IZMENSKO,1. 9. 2025
PROGRAMIRANJE,UREJANJE SPLETNE STRANI,LJUBLJANA,11.81,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
PAKIRANJE,DELO V PROIZVODNJI,LJUBLJANA,7.57,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V PROIZVODNJI,Brez naslova,ŠMARJE,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V SKLADIŠČU,PRIPRAVA BLAGA,LJUBLJANA,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
MENTOR/ICA,POUČEVANJE,LJUBLJANA,8.61,3,PO DOGOVORU,POPOLDAN,1. 9. 2025
FIZIČNA DELA,Brez naslova,CERKNO,7.8,4,DO KONCA SEPTEMBRA,IZMENSKO,Brez podatka
POMOČ V TRGOVINI,Brez naslova,SEVNICA,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO V PROIZVODNJI,Brez naslova,LOGATEC,6.88,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PROJEKTIRANJE,RISANJE NAČRTOV,KRANJ,8.61,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,POSTOJNA,8.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,DELO V TRAFIKI,TRŽIČ,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČ V KUHINJI,POMIVALEC,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PAKIRANJE,Brez naslova,BRNIK,8.0,6,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO Z OTROKI,Brez naslova,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STROKOVNO DELO,ŽIVILSKI TEHNOLOG,RENČE,8.15,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PAKIRANJE,Brez naslova,ORMOŽ,7.3,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
DELO V PROIZVODNJI,Brez naslova,ŠENTJUR,7.4,3,POČITNIŠKO DELO,IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,POMOČ PRI PROJEKTU,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
KLICNI CENTER,ADMINISTRATIVNA DELA,KRANJ,6.32,Brez podatka,PO DOGOVORU,DOPOLDAN,15. 9. 2025
DELO V LABORATORIJU,ADMINISTRATIVNA DELA,MENGEŠ,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 10. 2025
POMOČ V TRGOVINI,Brez naslova,LJUBLJANA,9.47,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
PROJEKTIRANJE,Brez naslova,TRZIN,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,POLJČANE,8.3,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
STREŽBA,Brez naslova,LJUBLJANA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO V AVTOPRALNICI,ČIŠČENJE AVTOMOBILOV,MARIBOR,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V STREŽBI,Brez naslova,ARCLIN,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,15.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
ASISTENT/KA,PRIPRAVA PROJEKTA,LJUBLJANA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
DIGITALNI MARKETING,OGLAŠEVALEC NA DRUŽABNIH OMREŽJIH,LJUBLJANA,10.0,5,PO DOGOVORU,PO DOGOVORU,1. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,30. 8. 2025
RAZVOZ,DOSTAVA HRANE,KRANJ,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO NA RECEPCIJI,TEHNIČNA POMOČ,LJUBLJANA,7.31,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
SOBAR/ICA,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POMOČ V KUHINJI,Brez naslova,BOHINJ,9.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
STREŽBA HRANE IN PIJAČE,Brez naslova,BOHINJ,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
SOBAR/ICA,Brez naslova,BOHINJSKO,7.5,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,10.58,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 9. 2025
POUČEVANJE,Brez naslova,LJUBLJANA,10.58,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,1. 9. 2025
INVENTURA,Brez naslova,LJUBLJANA,6.32,20,SAMO 23. 9. 2025,PO DOGOVORU,23. 9. 2025
DELO V SKLADIŠČU,PAKIRANJE,VRHNIKA,6.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,CELJE,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DELO NA TERENU,VOZNIK SANITETNEGA VOZILA,SLOVENIJA,8.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
NOVINARSKA DELA,PISANJE ČLANKOV,LJUBLJANA,7.2,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
MEDICINSKA SESTRA,ADMINISTRATIVNA DELA,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V PROIZVODNJI,UPRAVLJANJE STROJA,GROSUPLJE,7.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,Brez naslova,LJUBLJANA,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
DELO NA BENCINSKEM SERVISU,Brez naslova,MIREN,7.12,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
RAZVOZ,DELO V SKLADIŠČU,STRAŽA PRI NOVEM MESTU,9.0,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
POMOČ V TRGOVINI,Brez naslova,LJUBLJANA,6.32,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,DELO V SLAŠČIČARNI,KAMNIK,7.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V PROIZVODNJI,DELO NA CNC STROJU,LJUBLJANA,8.61,2,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
PRAVNE STORITVE,DELO V ODVETNIŠKI PISARNI,LJUBLJANA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,MURSKA SOBOTA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,ŠKOFJA LOKA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,TELEKOMUNIKACIJSKE STORITVE,MARIBOR,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V KUHINJI,POMOČ V STREŽBI,SPODNJA IDRIJA,10.33,Brez podatka,POČITNIŠKO DELO,DOPOLDAN,Brez podatka
POMOČ V TRGOVINI,Brez naslova,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
ADMINISTRATIVNA DELA,POMOČ V ARHIVU,LJUBLJANA,6.88,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
POMOČ PRI PRODAJI,Brez naslova,LJUBLJANA,6.45,10,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO Z OTROKI,POUČEVANJE PLESA,LJUBLJANA,8.81,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,23. 9. 2025
STROJNIŠKA DELA,Brez naslova,ZGORNJI BRNIK,9.29,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ UPORABNIKOM,Brez naslova,MARIBOR,6.45,Brez podatka,PO DOGOVORU,DOPOLDAN,1. 9. 2025
POMOČ V STREŽBI,PRIPRAVA HRANE,LJUBLJANA,7.74,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
BLAGAJNIK,Brez naslova,VRHNIKA,8.61,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
BLAGAJNIK,Brez naslova,LJUBLJANA,7.74,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
PRODAJA,Brez naslova,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PRODAJA,Brez naslova,LJUBLJANA,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V TURIZMU,DELO NA RECEPCIJI IN V STREŽBI,LJUBLJANA,8.11,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
POUČEVANJE,Brez naslova,LJUBLJANA,14.6,Brez podatka,PO DOGOVORU,POPOLDAN,22. 9. 2025
POMOČ PRI PRODAJI,DELO NA DELIKATESI,LJUBLJANA,7.74,3,PO DOGOVORU,IZMENSKO,Brez podatka
POMOČ V KUHINJI,PICOPEK,SEVNICA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
POMOČ V KUHINJI,POMIVALEC,BLED,8.0,2,AVGUST IN SEPTEMBER,PO DOGOVORU,Brez podatka
DIGITALNI MARKETING,Brez naslova,LJUBLJANA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,15. 9. 2025
STREŽBA,Brez naslova,SEVNICA,8.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO V SKLADIŠČU,Brez naslova,LJUBLJANA,7.23,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,GRIŽE,7.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.5,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
STREŽBA,Brez naslova,PREBOLD,6.32,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA,TOČAJ-KA,KOPER,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
MONTAŽA,FIZIČNA DELA,LJUBLJANA,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
DEKLARIRANJE,Brez naslova,NAZARJE,6.32,2,PO DOGOVORU,DOPOLDAN,Brez podatka
DELO V SKLADIŠČU,ODPREMA BLAGA,NAZARJE,6.7,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,7.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
UČITELJ/ICA PLAVANJA,Brez naslova,LOGATEC,12.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,15. 9. 2025
VADITELJ/ICA,Brez naslova,KAMNIK,11.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,15. 9. 2025
POMOČ PRI PRODAJI,PREVZEM BLAGA,LJUBLJANA,6.45,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
DELO V ORDINACIJI,POMOČ V ZOBOZDRAVSTVENI ORDINACIJI,LJUBLJANA,6.45,Brez podatka,PO DOGOVORU,DOPOLDAN,Brez podatka
REŠEVALEC/KA IZ VODE,Brez naslova,LOGATEC,10.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,15. 9. 2025
VRTNARSKA DELA,DELO NA TERENU,PO SLOVENIJI,6.73,3,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,Brez naslova,SELNICA OB DRAVI,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
VADITELJ/ICA,Brez naslova,LJUBLJANA,11.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,15. 9. 2025
PAKIRANJE,Brez naslova,KAL PIVKA,8.17,3,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,DOMŽALE,9.5,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,Brez podatka
DELO NA BENCINSKEM SERVISU,Brez naslova,NOVA GORICA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POMOČ V STREŽBI,Brez naslova,POSTOJNA,7.31,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
PRODAJA,DELO V TRAFIKI,POSTOJNA,6.5,Brez podatka,PO DOGOVORU,PO DOGOVORU,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.2,2,PO DOGOVORU,IZMENSKO,Brez podatka
STREŽBA HRANE IN PIJAČE,Brez naslova,LJUBLJANA,7.74,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,Brez podatka
STREŽBA,Brez naslova,LJUBLJANA,8.0,3,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
POMOČ V TRGOVINI,UPRAVLJALEC AVTOPRALNICE,ŽLEBIČ,7.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČ V STREŽBI,Brez naslova,LAVRICA,8.0,2,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
POMOČ V STREŽBI,Brez naslova,MOŠKANJCI,8.0,Brez podatka,PO DOGOVORU,IZMENSKO,Brez podatka
FIZIČNA DELA,UREJANJE OKOLICE,CERKNICA,10.0,3,SEPTEMBER,DOPOLDAN,1. 9. 2025
VADITELJ/ICA,Brez naslova,MEDVODE,15.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,15. 9. 2025
STREŽBA,DELO V KAVARNI,DOMŽALE,8.0,4,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,Brez podatka
POMOČ V STREŽBI,Brez naslova,KOLIČEVO,9.0,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
FOTOGRAFIRANJE,DELO V FOTOSTUDIU,SLOVENSKA BISTRICA,6.32,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,1. 9. 2025
ČIŠČENJE,Brez naslova,LJUBLJANA,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
SNEMANJE IN UREJANJE KRATKIH VIDEOV,INFLUENCER,NOVO MESTO,10.0,20,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,Brez podatka
STREŽBA,DELO V KAVARNI,LITIJA,7.5,4,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,1. 9. 2025
PROGRAMIRANJE,IZDELAVA IN VZDRŽEVANJE SPLETNE STRANI,POSTOJNA,8.61,Brez podatka,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,1. 9. 2025
PRODAJA,POMOČ V TRGOVINI,LJUBLJANA,7.0,5,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,15. 9. 2025
